词语,全拼音,同形,词类,JLH
长方形,chang2fang1xing2,,n, 310
长江,chang2jiang1,,n, 311
长篇,chang2pian1,,b,   8
长期,chang2qi1,,b,   9
长期,chang2qi1,,d,  53
长寿,chang2shou4,,a, 107
长途,chang2tu2,,b,  10
长途跋涉,chang2tu2ba2she4,,i,  41
长远,chang2yuan3,,a, 108
长征,chang2zheng1,,n, 314
肠子,chang2zi5,,n, 315
尝,chang2,,v, 183
偿还,chang2huan2,,v, 184
常,chang2,,d,  54
常常,chang2chang2,,d,  55
常见,chang2jian4,,a, 109
常客,chang2ke4,,n, 316
常年,chang2nian2,,d,  56
常识,chang2shi2,,n, 317
常数,chang2shu4,,n, 318
常务,chang2wu4,,b,  11
常用,chang2yong4,,a, 110
场,chang2,A,q,  15
厂,chang3,,n, 319
厂房,chang3fang2,,n, 320
厂商,chang3shang1,,n, 321
场,chang3,B,q,  16
场地,chang3di4,,n, 322
场面,chang3mian4,,n, 323
敞亮,chang3liang4,,a, 111
怅惘,chang4wang3,,a, 112
畅快,chang4kuai4,,a, 113
畅所欲言,chang4suo3yu4yan2,,i,  42
畅谈,chang4tan2,,v, 185
畅通,chang4tong1,,a, 114
畅销,chang4xiao1,,v, 186
倡议,chang4yi4,,n, 324
倡议,chang4yi4,,v, 187
唱,chang4,,v, 188
唱法,chang4fa3,,n, 325
唱片,chang4pian4,,n, 326
唱腔,chang4qiang1,,n, 327
抄袭,chao1xi2,,v, 189
抄写,chao1xie3,,v, 190
钞票,chao1piao4,,n, 328
超,chao1,,h,   2
超低空,chao1di1kong1,,s,   5
超短裙,chao1duan3qun2,,n, 329
超级,chao1ji2,,b,  12
超声波,chao1sheng1bo1,,n, 330
超脱,chao1tuo1,,v, 191
超支,chao1zhi1,,v, 192
超重,chao1zhong4,,v, 193
朝,chao2,,p,   7
朝代,chao2dai4,,n, 331
朝着,chao2zhe5,,p,   8
潮乎乎,chao2hu1hu1,,z,  19
潮流,chao2liu2,,n, 333
潮湿,chao2shi1,,a, 115
吵,chao3,,v, 194
吵闹,chao3nao4,,v, 195
炒,chao3,,v, 196
炒货,chao3huo4,,n, 334
车,che1,,n, 335
车次,che1ci4,,n, 336
车祸,che1huo4,,n, 337
车间,che1jian1,,n, 338
车辆,che1liang4,,n, 339
车皮,che1pi2,,n, 340
车速,che1su4,,n, 341
车站,che1zhan4,,n, 342
扯,che3,,v, 197
彻底,che4di3,,a, 116
彻夜,che4ye4,,d,  57
撤除,che4chu2,,v, 198
撤换,che4huan4,,v, 199
撤退,che4tui4,,v, 200
撤销,che4xiao1,,v, 201
尘垢,chen2gou4,,n, 343
尘土,chen2tu3,,n, 344
沉,chen2,,a, 117
沉甸甸,chen2dian1dian1,,z,  20
沉淀,chen2dian4,,n, 345
沉淀,chen2dian4,,v, 202
沉静,chen2jing4,,a, 118
沉闷,chen2men4,,a, 119
沉默,chen2mo4,,a, 120
沉思,chen2si1,,v, 203
沉稳,chen2wen3,,a, 121
沉重,chen2zhong4,,a, 122
沉着,chen2zhuo2,,a, 123
沉醉,chen2zui4,,v, 204
陈醋,chen2cu4,,n, 346
陈旧,chen2jiu4,,a, 124
陈设,chen2she4,,n, 347
陈设,chen2she4,,v, 205
陈述,chen2shu4,,v, 206
衬布,chen4bu4,,n, 349
衬托,chen4tuo1,,v, 208
衬衣,chen4yi1,,n, 350
称心,chen4xin1,,a, 125
称职,chen4zhi2,,a, 126
趁,chen4,,p,   9
趁便,chen4bian4,,d,  58
趁机,chen4ji1,,d,  59
趁热打铁,chen4re4da3tie3,,i,  44
趁势,chen4shi4,,d,  60
趁早,chen4zao3,,d,  61
趁着,chen4zhe5,,p,  10
称,cheng1,A,v, 209
称,cheng1,B,v, 210
称号,cheng1hao4,,n, 351
称呼,cheng1hu5,,v, 211
称赞,cheng1zan4,,v, 212
撑腰,cheng1yao1,,v, 213
成,cheng2,,v, 214
成倍,cheng2bei4,,d,  62
成本,cheng2ben3,,n, 352
成分,cheng2fen5,,n, 353
成功,cheng2gong1,,a, 127
成果,cheng2guo3,,n, 354
成绩,cheng2ji1,,n, 355
成交,cheng2jiao1,,v, 215
成立,cheng2li4,1,v, 216
成立,cheng2li4,2,v, 217
成品,cheng2pin3,,n, 356
成熟,cheng2shu2,,a, 128
成天,cheng2tian1,,d,  63
成为,cheng2wei2,,v, 218
成心,cheng2xin1,,d,  64
成语,cheng2yu3,,n, 357
呈现,cheng2xian4,,v, 219
承担,cheng2dan1,,v, 220
承诺,cheng2nuo4,,n, 358
承认,cheng2ren4,,v, 221
诚恳,cheng2ken3,,a, 129
诚朴,cheng2pu3,,a, 130
诚然,cheng2ran2,,d,  65
诚实,cheng2shi2,,a, 131
诚心诚意,cheng2xin1cheng2yi4,,i,  45
诚意,cheng2yi4,,n, 359
城郊,cheng2jiao1,,s,   6
城市,cheng2shi4,,n, 360
城市贫民,cheng2shi4pin2min2,,l,   8
城镇,cheng2zhen4,,n, 361
乘,cheng2,,p,  11
乘法,cheng2fa3,,n, 362
乘机,cheng2ji1,,d,  66
乘客,cheng2ke4,,n, 363
乘凉,cheng2liang2,,v, 222
乘势,cheng2shi4,,d,  67
乘隙,cheng2xi4,,d,  68
乘兴,cheng2xing4,,d,  69
惩罚,cheng2fa2,,v, 223
惩治,cheng2zhi4,,v, 224
程度,cheng2du4,,n, 364
程控,cheng2kong4,,b,  13
程序,cheng2xu4,,n, 365
澄清,cheng2qing1,A,v, 225
秤,cheng4,,n, 366
吃,chi1,,v, 227
吃闭门羹,chi1bi4men2geng1,,l,   9
吃后悔药,chi1hou4hui3yao4,,l,  10
吃亏,chi1kui1,,a, 132
吃力,chi1li4,,a, 133
吃透,chi1tou4,,v, 228
吃香,chi1xiang1,,a, 134
驰,chi2,,g,   4
驰名中外,chi2ming2zhong1wai4,,i,  46
迟,chi2,,a, 135
迟迟,chi2chi2,,d,  70
迟到,chi2dao4,,v, 229
迟钝,chi2dun4,,a, 136
迟缓,chi2huan3,,a, 137
迟早,chi2zao3,,d,  71
持家,chi2jia1,,v, 230
尺,chi3,,q,  17
尺寸,chi3cun4,,n, 367
尺子,chi3zi5,,n, 368
耻辱,chi3ru3,,n, 369
耻笑,chi3xiao4,,v, 231
赤胆忠心,chi4dan3zhong1xin1,,i,  47
赤裸裸,chi4luo3luo3,,z,  21
赤手空拳,chi4shou3kong1quan2,,i,  48
赤字,chi4zi4,,n, 370
翅膀,chi4bang3,,n, 371
充当,chong1dang1,,v, 232
充分,chong1fen4,,a, 138
充满,chong1man3,,v, 233
充沛,chong1pei4,,a, 139
充实,chong1shi2,,a, 140
充数,chong1shu4,,v, 234
充裕,chong1yu4,,a, 141
充足,chong1zu2,,a, 142
冲,chong1,,v, 235
冲锋,chong1feng1,,v, 236
冲锋枪,chong1feng1qiang1,,n, 372
冲破,chong1po4,,v, 237
虫眼,chong2yan3,,n, 373
虫子,chong2zi5,,n, 374
崇拜,chong2bai4,,v, 238
崇高,chong2gao1,,a, 143
重,chong2,,d, 680
重蹈覆辙,chong2dao3fu4zhe2,,i, 537
重复,chong2fu4,,v,2019
重新,chong2xin1,,d, 682
重阳,chong2yang2,,t, 191
宠,chong3,,v, 239
宠爱,chong3ai4,,v, 240
抽查,chou1cha2,,v, 241
抽调,chou1diao4,,v, 242
抽签,chou1qian1,,v, 243
抽屉,chou1ti5,,n, 375
抽象,chou1xiang4,,a, 144
抽烟,chou1yan1,,v, 244
抽样,chou1yang4,,v, 245
仇恨,chou2hen4,,n, 376
仇恨,chou2hen4,,v, 246
仇视,chou2shi4,,v, 247
惆怅,chou2chang4,,a, 145
绸子,chou2zi5,,n, 377
愁眉苦脸,chou2mei2ku3lian3,,i,  49
稠密,chou2mi4,,a, 146
筹备,chou2bei4,,v, 248
酬金,chou2jin1,,n, 378
酬谢,chou2xie4,,v, 249
丑,chou3,,a, 147
丑化,chou3hua4,,v, 250
丑陋,chou3lou4,,a, 148
丑闻,chou3wen2,,n, 379
臭,chou4,,a, 149
臭烘烘,chou4hong1hong1,,z,  22
出,chu1,,q,  18
出,chu1,1,v, 251
出,chu1,2,v, 252
出,chu1,3,v, 253
出,chu1,4,v, 254
出版,chu1ban3,,v, 255
出产,chu1chan3,,v, 256
出场,chu1chang3,,v, 257
出处,chu1chu4,,n, 380
出动,chu1dong4,,v, 258
出尔反尔,chu1er3fan3er3,,i,  50
出发,chu1fa1,,v, 259
出国,chu1guo2,,v, 260
出击,chu1ji1,,v, 261
出来,chu1lai2,,v, 262
出力,chu1li4,,v, 263
出路,chu1lu4,,n, 381
出卖,chu1mai4,,v, 264
出名,chu1ming2,,a, 150
出气筒,chu1qi4tong3,,n, 382
出让,chu1rang4,,v, 265
出色,chu1se4,,a, 151
出生,chu1sheng1,,v, 266
出生入死,chu1sheng1ru4si3,,i,  51
出手,chu1shou3,,v, 267
出售,chu1shou4,,v, 268
出息,chu1xi1,,n, 383
出席,chu1xi2,,v, 269
出现,chu1xian4,,v, 270
出征,chu1zheng1,,v, 271
出众,chu1zhong4,,a, 152
出租,chu1zu1,,v, 272
出租车,chu1zu1che1,,n, 384
初,chu1,,d,  72
初,chu1,,m,  13
初步,chu1bu4,,d,  73
初春,chu1chun1,,t,   8
初次,chu1ci4,,d,  74
初等,chu1deng3,,b,  14
初伏,chu1fu2,,t,   9
初级,chu1ji2,,b,  15
初期,chu1qi1,,t,  10
初夏,chu1xia4,,t,  11
初中生,chu1zhong1sheng1,,n, 385
除,chu2,,p,  12
除,chu2,,v, 273
除法,chu2fa3,,n, 386
除非,chu2fei1,,c,  13
除了,chu2le5,,p,  13
厨师,chu2shi1,,n, 387
锄头,chu2tou5,,n, 388
橱窗,chu2chuang1,,n, 389
储藏,chu3cang2,1,v, 274
储藏,chu3cang2,2,v, 275
储藏量,chu3cang2liang4,,n, 390
储户,chu3hu4,,n, 391
处罚,chu3fa2,,v, 276
处方,chu3fang1,,n, 392
处境,chu3jing4,,n, 393
处理,chu3li3,,v, 277
处暑,chu3shu3,,t,  12
处死,chu3si3,,v, 278
处置,chu3zhi4,,v, 279
处处,chu4chu4,,d,  75
处所,chu4suo3,,n, 394
触发,chu4fa1,,v, 280
触景生情,chu4jing3sheng1qing2,,i,  52
揣摩,chuai3mo2,,v, 281
川流不息,chuan1liu2bu4xi1,,i,  53
穿,chuan1,1,v, 282
穿,chuan1,2,v, 283
穿越,chuan1yue4,,v, 284
传,chuan2,1,v, 285
传,chuan2,2,v, 286
传播,chuan2bo1,,v, 287
传出,chuan2chu1,,v, 288
传达室,chuan2da2shi4,,n, 395
传递,chuan2di4,,v, 289
传话,chuan2hua4,,v, 290
传奇,chuan2qi2,,n, 397
传染,chuan2ran3,,v, 291
传人,chuan2ren2,,n, 398
传授,chuan2shou4,,v, 292
传说,chuan2shuo1,,n, 399
传说,chuan2shuo1,,v, 293
传送,chuan2song4,,v, 294
传真,chuan2zhen1,,n, 400
船舶,chuan2bo2,,n, 401
船员,chuan2yuan2,,n, 402
船只,chuan2zhi1,,n, 403
喘,chuan3,,v, 295
喘气,chuan3qi4,,v, 296
串,chuan4,,q,  19
疮疤,chuang1ba1,,n, 404
窗户,chuang1hu5,,n, 405
窗帘,chuang1lian2,,n, 406
窗外,chuang1wai4,,s,   7
床,chuang2,,n, 407
床单,chuang2dan1,,n, 408
闯,chuang3,,v, 207
闯劲,chuang3jin4,,n, 348
创办,chuang4ban4,,v, 297
创建,chuang4jian4,,v, 298
创举,chuang4ju3,,n, 409
创新,chuang4xin1,,v, 299
创造,chuang4zao4,,v, 300
创作,chuang4zuo4,,v, 301
吹,chui1,1,v, 302
吹,chui1,2,v, 303
吹捧,chui1peng3,,v, 304
吹嘘,chui1xu1,,v, 305
炊具,chui1ju4,,n, 410
炊烟,chui1yan1,,n, 411
垂柳,chui2liu3,,n, 412
垂手可得,chui2shou3ke3de2,,i,  54
垂涎三尺,chui2xian2san1chi3,,i,  55
垂线,chui2xian4,,n, 413
垂直,chui2zhi2,,v, 306
春分,chun1fen1,,t,  13
春耕,chun1geng1,,v, 307
春季,chun1ji4,,t,  14
春节,chun1jie2,,t,  15
春雷,chun1lei2,,n, 414
春色,chun1se4,,n, 415
春天,chun1tian1,,t,  16
春夏秋冬,chun1xia4qiu1dong1,,l,  11
春意盎然,chun1yi4ang4ran2,,i,  56
春雨,chun1yu3,,n, 416
纯,chun2,,a, 153
纯度,chun2du4,,n, 417
纯洁,chun2jie2,,a, 154
纯净,chun2jing4,,a, 155
纯朴,chun2pu3,,a, 156
纯音,chun2yin1,,n, 418
纯真,chun2zhen1,,a, 157
纯正,chun2zheng4,,a, 158
淳朴,chun2pu3,,a, 159
醇厚,chun2hou4,,a, 160
蠢,chun3,,a, 161
蠢笨,chun3ben4,,a, 162
蠢蠢欲动,chun3chun3yu4dong4,,i,  57
蠢事,chun3shi4,,n, 419
疵点,ci1dian3,,n, 420
词,ci2,,n, 421
词典,ci2dian3,,n, 422
词干,ci2gan4,,n, 423
词汇,ci2hui4,,n, 424
词类,ci2lei4,,n, 425
词条,ci2tiao2,,n, 426
词性,ci2xing4,,n, 427
词语,ci2yu3,,n, 428
词组,ci2zu3,,n, 429
瓷器,ci2qi4,,n, 430
慈祥,ci2xiang2,,a, 163
辞典,ci2dian3,,n, 431
辞退,ci2tui4,,v, 308
辞藻,ci2zao3,,n, 432
辞职,ci2zhi2,,v, 309
磁场,ci2chang3,,n, 433
磁带,ci2dai4,,n, 434
磁盘,ci2pan2,,n, 435
磁铁,ci2tie3,,n, 436
雌雄同株,ci2xiong2tong2zhu1,,l,  12
此,ci3,,r,  14
此间,ci3jian1,,r,  15
此刻,ci3ke4,,t,  17
此时,ci3shi2,,t,  18
此外,ci3wai4,,c,  14
次,ci4,,q,  20
次等,ci4deng3,,b,  16
次日,ci4ri4,,t,  19
次要,ci4yao4,,b,  17
刺,ci4,,n, 437
刺,ci4,,v, 310
刺刀,ci4dao1,,n, 438
刺耳,ci4er3,,a, 164
刺儿,cir4,,n, 439
刺探,ci4tan4,,v, 311
刺绣,ci4xiu4,,n, 440
刺眼,ci4yan3,,a, 165
从容,cong1rong2,,a, 169
从容不迫,cong1rong2bu4po4,,i,  58
匆匆,cong1cong1,,d,  76
匆匆忙忙,cong1cong1mang2mang2,,z,  23
葱,cong1,,n, 442
聪慧,cong1hui4,,a, 166
聪明,cong1ming5,,a, 167
聪颖,cong1ying3,,a, 168
从,cong2,,d,  77
从,cong2,,p,  14
从此,cong2ci3,,d,  78
从而,cong2er2,,c,  15
从句,cong2ju4,,n, 441
从来,cong2lai2,,d,  79
从前,cong2qian2,,t,  20
从事,cong2shi4,,v, 312
从速,cong2su4,,d,  80
从头,cong2tou2,,d,  81
从未,cong2wei4,,d,  82
从业,cong2ye4,,b,  18
从中,cong2zhong1,,d,  83
丛书,cong2shu1,,n, 443
凑,cou4,,v, 313
凑巧,cou4qiao3,,a, 170
粗,cu1,,a, 171
粗暴,cu1bao4,,a, 172
粗糙,cu1cao1,,a, 173
粗墩墩,cu1dun1dun1,,z,  24
粗犷,cu1guang3,,a, 174
粗陋,cu1lou4,,a, 175
粗鲁,cu1lu3,,a, 176
粗浅,cu1qian3,,a, 177
粗率,cu1shuai4,,a, 178
粗俗,cu1su2,,a, 179
粗心,cu1xin1,,a, 180
粗野,cu1ye3,,a, 181
粗制滥造,cu1zhi4lan4zao4,,i,  59
粗壮,cu1zhuang4,,a, 182
促进,cu4jin4,,v, 314
醋,cu4,,n, 444
簇拥,cu4yong1,,v, 315
篡改,cuan4gai3,,v, 316
催,cui1,,v, 317
催促,cui1cu4,,v, 318
催眠,cui1mian2,,v, 319
摧残,cui1can2,,v, 320
脆弱,cui4ruo4,,a, 183
村里,cun1li5,,s,   8
村民,cun1min2,,n, 445
村头,cun1tou2,,s,   9
村庄,cun1zhuang1,,n, 446
村子,cun1zi5,,n, 447
存,cun2,,v, 321
存储,cun2chu3,,v, 322
存放,cun2fang4,,v, 323
存款,cun2kuan3,,n, 448
存款,cun2kuan3,,v, 324
存心,cun2xin1,,d,  84
存在,cun2zai4,,v, 325
存折,cun2zhe2,,n, 449
寸,cun4,,q,  21
搓,cuo1,,v, 326
磋商,cuo1shang1,,v, 327
挫伤,cuo4shang1,,v, 328
挫折,cuo4zhe2,,n, 450
措施,cuo4shi1,,n, 451
措手不及,cuo4shou3bu4ji2,,i,  60
错,cuo4,,n, 452
错别字,cuo4bie2zi4,,n, 453
错怪,cuo4guai4,,v, 329
错觉,cuo4jue2,,n, 454
错误,cuo4wu4,,n, 455
搭档,da1dang4,,n, 456
搭救,da1jiu4,,v, 330
搭配,da1pei4,,v, 331
答理,da1li5,,v, 335
答应,da1ying5,,v, 336
达到,da2dao4,,v, 332
答案,da2an4,,n, 457
答辩,da2bian4,,v, 333
答复,da2fu4,,v, 334
打,da2,,q,  22
打,da3,,p,  15
打,da3,,v, 337
打扮,da3ban5,,v, 338
打得火热,da3de5huo3re4,,i,  61
打点,da3dian5,1,v, 339
打点,da3dian5,2,v, 340
打发,da3fa5,,v, 341
打火机,da3huo3ji1,,n, 458
打击,da3ji1,,v, 342
打搅,da3jiao3,,v, 343
打开,da3kai1,,v, 344
打捞,da3lao1,,v, 345
打量,da3liang5,1,v, 346
打量,da3liang5,2,v, 347
打破,da3po4,,v, 348
打扰,da3rao3,,v, 349
打算,da3suan5,,v, 350
打听,da3ting5,,v, 351
打印,da3yin4,,v, 352
打印机,da3yin4ji1,,n, 459
打杂儿,da3zar2,,v, 353
打针,da3zhen1,,v, 354
大,da4,,a, 184
大半,da4ban4,,m,  14
大脖子病,da4bo2zi5bing4,,l,  13
大部分,da4bu4fen4,,m,  15
大大,da4da4,,d,  85
大大方方,da4da5fang1fang1,,z,  25
大胆,da4dan3,,a, 185
大刀,da4dao1,,n, 460
大抵,da4di3,,d,  86
大地,da4di4,,n, 461
大动干戈,da4dong4gan1ge1,,i,  62
大都,da4dou1,,d,  87
大度,da4du4,,a, 186
大队,da4dui4,,n, 462
大多,da4duo1,,d,  88
大多数,da4duo1shu4,,m,  16
大方,da4fang1,,a, 187
大概,da4gai4,,d,  89
大公无私,da4gong1wu2si1,,i,  63
大海,da4hai3,,n, 464
大寒,da4han2,,t,  21
大红,da4hong2,,b,  19
大后方,da4hou4fang1,,s,  10
大会,da4hui4,,n, 465
大伙儿,da4huor3,,r,  16
大家,da4jia1,,r,  17
大将,da4jiang4,,n, 466
大街,da4jie1,,n, 467
大局,da4ju2,,n, 468
大举,da4ju3,,d,  90
大理石,da4li3shi2,,n, 469
大力,da4li4,,d,  91
大量,da4liang4,,m,  17
大咧咧,da4lie1lie1,,z,  26
大陆,da4lu4,,n, 470
大门,da4men2,,n, 471
大米,da4mi3,,n, 472
大名鼎鼎,da4ming2ding3ding3,,i,  64
大娘,da4niang2,,n, 473
大批,da4pi1,,m,  18
大气候,da4qi4hou4,,n, 474
大人,da4ren5,,n, 475
大师,da4shi1,,n, 476
大使,da4shi3,,n, 477
大书特书,da4shu1te4shu1,,i,  65
大暑,da4shu3,,t,  22
大蒜,da4suan4,1,n, 478
大蒜,da4suan4,2,n, 479
大头针,da4tou2zhen1,,n, 480
大象,da4xiang4,,n, 481
大小,da4xiao3,,n, 482
大型,da4xing2,,b,  20
大学,da4xue2,,n, 483
大雪,da4xue3,,t,  23
大雁,da4yan4,,n, 484
大爷,da4ye5,,n, 485
大衣,da4yi1,,n, 486
大义凛然,da4yi4lin3ran2,,i,  66
大意,da4yi4,,n, 487
大有作为,da4you3zuo4wei2,,i,  67
大约,da4yue1,,d,  92
大战,da4zhan4,,v, 355
大致,da4zhi4,,d,  93
大众,da4zhong4,,n, 488
大专,da4zhuan1,,n, 489
大宗,da4zong1,,m,  19
呆子,dai1zi5,,n, 490
歹毒,dai3du2,,a, 189
歹徒,dai3tu2,,n, 491
傣族,dai3zu2,,n, 492
逮,dai3,,v, 370
大夫,dai4fu5,,n, 463
代,dai4,,q,  23
代,dai4,,v, 356
代办,dai4ban4,,v, 357
代表,dai4biao3,,n, 493
代表,dai4biao3,1,v, 358
代表,dai4biao3,2,v, 359
代词,dai4ci2,,n, 494
代价,dai4jia4,,n, 495
代理,dai4li3,,v, 360
代理人,dai4li3ren2,,n, 496
代码,dai4ma3,,n, 497
代数,dai4shu4,,n, 498
代数方程,dai4shu4fang1cheng2,,l,  14
代替,dai4ti4,,v, 361
代销,dai4xiao1,,v, 362
带,dai4,1,v, 363
带,dai4,2,v, 364
带,dai4,3,v, 365
带动,dai4dong4,,v, 366
带领,dai4ling3,,v, 367
带鱼,dai4yu2,,n, 499
带子,dai4zi5,,n, 500
待,dai4,,p,  16
待业,dai4ye4,,v, 368
待遇,dai4yu4,,n, 501
怠慢,dai4man4,,v, 369
贷款,dai4kuan3,,n, 502
袋,dai4,,q,  24
逮捕,dai4bu3,,v, 371
丹田,dan1tian2,,n, 503
单,dan1,,d,  94
单薄,dan1bo2,,a, 190
单纯,dan1chun2,,a, 191
单词,dan1ci2,,n, 504
单单,dan1dan1,,d,  95
单刀直入,dan1dao1zhi2ru4,,i,  68
单调,dan1diao4,,a, 192
单独,dan1du2,,d,  96
单轨,dan1gui3,,b,  21
单价,dan1jia4,,n, 505
单句,dan1ju4,,n, 506
单据,dan1ju4,,n, 507
单面,dan1mian4,,b,  22
单枪匹马,dan1qiang1pi3ma3,,i,  69
单色,dan1se4,,b,  23
单身汉,dan1shen1han4,,n, 508
单数,dan1shu4,,n, 509
单位,dan1wei4,1,n, 510
单位,dan1wei4,2,n, 511
单向,dan1xiang4,,b,  24
单衣,dan1yi1,,n, 512
单元,dan1yuan2,,n, 513
担保,dan1bao3,,v, 372
担架,dan1jia4,,n, 514
担任,dan1ren4,,v, 373
担心,dan1xin1,,v, 374
耽搁,dan1ge5,1,v, 375
耽搁,dan1ge5,2,v, 376
胆大,dan3da4,,a, 193
胆敢,dan3gan3,,v, 377
胆量,dan3liang4,,n, 515
胆怯,dan3qie4,,a, 194
胆识,dan3shi2,,n, 516
胆小,dan3xiao3,,a, 195
胆战心惊,dan3zhan4xin1jing1,,i,  70
但,dan4,,c,  16
但是,dan4shi4,,c,  17
弹药,dan4yao4,,n, 519
淡,dan4,,a, 196
淡巴巴,dan4ba1ba1,,z,  27
淡红,dan4hong2,,b,  25
淡漠,dan4mo4,,a, 197
淡水,dan4shui3,,n, 520
蛋白质,dan4bai2zhi4,,n, 521
蛋糕,dan4gao1,,n, 522
氮,dan4,,n, 523
当,dang1,,p,  17
当,dang1,A,v, 378
当,dang1,B1,v, 379
当,dang1,B2,v, 380
当场,dang1chang3,,d,  97
当初,dang1chu1,,t,  24
当代,dang1dai4,,t,  25
当地,dang1di4,,s,  11
当即,dang1ji2,,d,  98
当今,dang1jin1,,t,  26
当局,dang1ju2,,n, 524
当面,dang1mian4,,d,  99
当年,dang1nian2,A,t,  27
当前,dang1qian2,,t,  29
当然,dang1ran2,,d, 100
当日,dang1ri4,A,t,  30
当时,dang1shi2,A,t,  32
当选,dang1xuan3,,v, 381
当着,dang1zhe5,,p,  18
当之无愧,dang1zhi1wu2kui4,,i,  71
当中,dang1zhong1,,f,  10
当众,dang1zhong4,,d, 102
挡,dang3,,v, 383
挡箭牌,dang3jian4pai2,,n, 525
党,dang3,,n, 526
党纪,dang3ji4,,n, 527
党派,dang3pai4,,n, 528
党员,dang3yuan2,,n, 529
党政军,dang3zheng4jun1,,j,   3
当年,dang4nian2,B,t,  28
当日,dang4ri4,B,t,  31
当时,dang4shi2,B,t,  33
当天,dang4tian1,,t,  34
当晚,dang4wan3,,t,  35
当夜,dang4ye4,,t,  36
当真,dang4zhen1,,d, 101
当做,dang4zuo4,,v, 382
档案,dang4an4,,n, 530
档次,dang4ci4,,n, 531
刀,dao1,,n, 532
刀片,dao1pian4,,n, 533
刀枪,dao1qiang1,,n, 534
刀子,dao1zi5,,n, 535
导弹,dao3dan4,,n, 536
导师,dao3shi1,,n, 537
导演,dao3yan3,,n, 538
导演,dao3yan3,,v, 384
导致,dao3zhi4,,v, 385
岛,dao3,,n, 539
岛屿,dao3yu3,,n, 540
倒,dao3,A,v, 386
倒,dao3,B,v, 387
倒车,dao3che1,A,v, 390
倒换,dao3huan4,,v, 392
倒霉,dao3mei2,,a, 198
捣,dao3,,v, 393
捣乱,dao3luan4,,v, 394
祷告,dao3gao4,,v, 395
倒,dao4,,d, 103
倒,dao4,C1,v, 388
倒,dao4,C2,v, 389
倒车,dao4che1,B,v, 391
倒影,dao4ying3,,n, 541
到,dao4,,v, 396
到处,dao4chu4,,d, 104
到达,dao4da2,,v, 397
到底,dao4di3,,d, 105
到会,dao4hui4,,v, 398
到家,dao4jia1,,a, 199
悼念,dao4nian4,,v, 399
盗卖,dao4mai4,,v, 400
盗名欺世,dao4ming2qi1shi4,,i,  72
盗窃,dao4qie4,,v, 401
盗窃犯,dao4qie4fan4,,n, 542
道,dao4,1,q,  25
道,dao4,2,q,  26
道,dao4,3,q,  27
道德,dao4de2,,n, 543
道教,dao4jiao4,,n, 544
道具,dao4ju4,,n, 545
道路,dao4lu4,,n, 546
道歉,dao4qian4,,v, 402
稻草,dao4cao3,,n, 547
稻田,dao4tian2,,n, 548
稻子,dao4zi5,1,n, 549
稻子,dao4zi5,2,n, 550
得寸进尺,de2cun4jin4chi3,,i,  73
得到,de2dao4,,v, 404
得劲,de2jin4,,a, 200
得力,de2li4,,a, 201
得失,de2shi1,,n, 551
得体,de2ti3,,a, 202
得意,de2yi4,,a, 203
得意忘形,de2yi4wang4xing2,,i,  74
得知,de2zhi1,,v, 405
得罪,de2zui4,,v, 406
德语,de2yu3,,n, 552
德智体,de2zhi4ti3,,j,   4
得,de5,,u,   1
的,de5,,u,   2
的话,de5hua4,,u,   3
地,de5,,u,   6
得,dei3,,v, 403
灯,deng1,,n, 553
灯光,deng1guang1,,n, 554
灯节,deng1jie2,,t,  37
灯具,deng1ju4,,n, 555
灯笼,deng1long5,,n, 556
灯罩,deng1zhao4,,n, 557
登报,deng1bao4,,v, 407
登记,deng1ji4,,v, 408
登时,deng1shi2,,d, 106
等,deng3,,q,  28
等,deng3,,u,   4
等,deng3,1,v, 409
等,deng3,2,v, 410
等待,deng3dai4,,v, 411
等等,deng3deng3,,u,   5
等号,deng3hao4,,n, 558
等级,deng3ji2,,n, 559
等式,deng3shi4,,n, 560
等于,deng3yu2,1,v, 412
等于,deng3yu2,2,v, 413
澄清,deng4qing1,B,v, 226
低,di1,,a, 204
低潮,di1chao2,,n, 561
低沉,di1chen2,,a, 205
低估,di1gu1,,v, 414
低级,di1ji2,,a, 206
低空,di1kong1,,s,  12
低廉,di1lian2,,a, 207
低劣,di1lie4,,a, 208
低频,di1pin2,,b,  26
低气压区,di1qi4ya1qu1,,l,  15
低三下四,di1san1xia4si4,,i,  75
低声,di1sheng1,,d, 107
低下,di1xia4,,a, 209
低音,di1yin1,,n, 562
滴,di1,,q,  29
滴,di1,,v, 415
的确,di2que4,,d, 108
敌后,di2hou4,,s,  13
敌人,di2ren2,,n, 563
涤纶,di2lun2,,n, 564
笛子,di2zi5,,n, 565
底,di3,,f,  11
底稿,di3gao3,,n, 566
底片,di3pian4,,n, 567
底细,di3xi4,,n, 568
底下,di3xia5,,f,  12
底座,di3zuo4,,n, 569
抵,di3,,v, 416
抵偿,di3chang2,,v, 417
抵达,di3da2,,v, 418
抵抗,di3kang4,,v, 419
抵御,di3yu4,,v, 420
抵制,di3zhi4,,v, 421
地,di4,,n, 570
地板,di4ban3,,n, 571
地表,di4biao3,,n, 572
地道,di4dao5,,a, 210
地点,di4dian3,,n, 573
地方,di4fang1,,n, 574
地方性,di4fang1xing4,,n, 575
地方志,di4fang1zhi4,,n, 576
地界,di4jie4,,n, 577
地久天长,di4jiu3tian1chang2,,i,  76
地雷,di4lei2,,n, 578
